Id,SalePrice
1717,176490.0
1718,135397.83
1719,194023.05
1720,245644.08
1721,163896.75
1722,126984.26
1723,156844.66
1724,209364.89
1725,236914.7
1726,184509.84
1727,153498.7
1728,173059.34
1729,164603.05
1730,154639.94
1731,121976.83
1732,136089.89
1733,116985.53
1734,118111.27
1735,134565.84
1736,116164.06
1737,323852.47
1738,216032.92
1739,249437.02
1740,231426.11
1741,197193.72
1742,176189.47
1743,173202.34
1744,299852.6
1745,208022.47
1746,174161.2
1747,222716.34
1748,223428.81
1749,149706.84
1750,127918.836
1751,230839.12
1752,122160.18
1753,142848.77
1754,195214.06
1755,167352.16
1756,126991.52
1757,120807.336
1758,145251.73
1759,156674.97
1760,161119.56
1761,140401.31
1762,181782.53
1763,174801.5
1764,115259.836
1765,131972.16
1766,172303.78
1767,204816.69
1768,143632.34
1769,182559.47
1770,149299.5
1771,129808.69
1772,133683.12
1773,129905.41
1774,128008.78
1775,143713.45
1776,127356.71
1777,112078.06
1778,139268.45
1779,113769.57
1780,177773.16
1781,130924.4
1782,92595.14
1783,140552.56
1784,106943.55
1785,118218.44
1786,148927.62
1787,162820.08
1788,49970.883
1789,98737.37
1790,77538.664
1791,179512.77
1792,153230.75
1793,125337.5
1794,152954.52
1795,135175.9
1796,121635.305
1797,117053.945
1798,127796.91
1799,111127.19
1800,129384.76
1801,126905.69
1802,130841.516
1803,150062.62
1804,141061.78
1805,138944.48
1806,117222.63
1807,118948.1
1808,119370.73
1809,116748.36
1810,157203.16
1811,91113.16
1812,95600.53
1813,126344.16
1814,103998.875
1815,51615.656
1816,98154.62
1817,111557.875
1818,135813.08
1819,130115.94
1820,52394.86
1821,108898.41
1822,148711.9
1823,43696.0
1824,136976.62
1825,133510.23
1826,100490.17
1827,104932.28
1828,139510.52
1829,114316.31
1830,139639.11
1831,149363.02
1832,77405.016
1833,144531.81
1834,121121.47
1835,122635.38
1836,126963.555
1837,85241.734
1838,125585.66
1839,88315.09
1840,168910.38
1841,143866.36
1842,81463.016
1843,127317.24
1844,135181.33
1845,136634.8
1846,149026.1
1847,154153.88
1848,55309.402
1849,110224.22
1850,123359.945
1851,158707.11
1852,125310.73
1853,126868.055
1854,173015.28
1855,142558.48
1856,217972.88
1857,159560.94
1858,145360.66
1859,122973.15
1860,155561.44
1861,121515.66
1862,330736.94
1863,324180.34
1864,324180.34
1865,329645.84
1866,337920.8
1867,239913.22
1868,304175.2
1869,202726.28
1870,229184.3
1871,254701.42
1872,172701.73
1873,233981.78
1874,146398.5
1875,200022.31
1876,197232.84
1877,209493.52
1878,204523.33
1879,130510.766
1880,136896.69
1881,229428.78
1882,253548.31
1883,189716.73
1884,202578.81
1885,256690.52
1886,307617.53
1887,211421.31
1888,283696.3
1889,160667.84
1890,113556.46
1891,135394.2
1892,104626.0
1893,134168.61
1894,126483.16
1895,136506.38
1896,127951.78
1897,117621.96
1898,111461.95
1899,163600.52
1900,153408.12
1901,160856.72
1902,142856.67
1903,216557.9
1904,141728.6
1905,194485.25
1906,145989.02
1907,188928.98
1908,108194.164
1909,134163.73
1910,116355.766
1911,224571.9
1912,327431.3
1913,156119.08
1914,52902.184
1915,315257.16
1916,61582.934
1917,268051.88
1918,142638.31
1919,162011.7
1920,127250.234
1921,446286.44
1922,325062.34
1923,214792.52
1924,216103.6
1925,194197.06
1926,398260.5
1927,133153.94
1928,149161.73
1929,124595.375
1930,129696.82
1931,142034.94
1932,140243.81
1933,185691.69
1934,185218.75
1935,171461.39
1936,192867.62
1937,183332.72
1938,165298.36
1939,245640.81
1940,185329.34
1941,174259.56
1942,182511.77
1943,199155.67
1944,358554.2
1945,380237.75
1946,132507.64
1947,311346.38
1948,172843.44
1949,237661.25
1950,185382.22
1951,245985.88
1952,195240.5
1953,167242.39
1954,181538.6
1955,133831.73
1956,281871.1
1957,154428.0
1958,324137.97
1959,139463.95
1960,120816.555
1961,121955.31
1962,96127.23
1963,101093.73
1964,109937.72
1965,145141.78
1966,146097.94
1967,275196.62
1968,451534.62
1969,405664.53
1970,465575.22
1971,452221.56
1972,399832.6
1973,259180.12
1974,319996.44
1975,269388.6
1976,275888.78
1977,360977.5
1978,373310.6
1979,328251.06
1980,195120.62
1981,343684.5
1982,226240.25
1983,207414.5
1984,163402.95
1985,232316.39
1986,225086.5
1987,174946.77
1988,176194.52
1989,188270.5
1990,215599.88
1991,249871.28
1992,213219.98
1993,165193.56
1994,247781.62
1995,187937.73
1996,248418.81
1997,305856.8
1998,329715.3
1999,257819.56
2000,312483.56
2001,256548.08
2002,262701.84
2003,253300.34
2004,272625.16
2005,218915.97
2006,232062.19
2007,252484.19
2008,233894.98
2009,192895.22
2010,191531.22
2011,137848.88
2012,177387.19
2013,184422.06
2014,183781.03
2015,206550.7
2016,190652.45
2017,195011.06
2018,118232.086
2019,131552.2
2020,106383.56
2021,110139.945
2022,178673.12
2023,141790.38
2024,232541.6
2025,358956.88
2026,175422.58
2027,154632.84
2028,150839.72
2029,175145.6
2030,292955.94
2031,228314.1
2032,263591.25
2033,268476.56
2034,163631.1
2035,216670.28
2036,193091.23
2037,195613.44
2038,291888.12
2039,236755.69
2040,275005.62
2041,290423.44
2042,201986.0
2043,169563.55
2044,151819.8
2045,213608.72
2046,134412.83
2047,145316.3
2048,139294.75
2049,133677.02
2050,185311.33
2051,110250.4
2052,136511.31
2053,145568.73
2054,76270.375
2055,159571.89
2056,140360.89
2057,113307.33
2058,224609.81
2059,133249.47
2060,166288.94
2061,175983.1
2062,132672.9
2063,113020.9
2064,147200.98
2065,121834.414
2066,153398.47
2067,110216.86
2068,135387.5
2069,88441.09
2070,112405.51
2071,88515.86
2072,131570.02
2073,137908.31
2074,192649.78
2075,145679.84
2076,124342.305
2077,153439.72
2078,131562.61
2079,131846.98
2080,119641.64
2081,128254.27
2082,128871.234
2083,148484.31
2084,113940.266
2085,124628.53
2086,114676.54
2087,120088.375
2088,97226.875
2089,77174.664
2090,123543.61
2091,122278.02
2092,119736.49
2093,123405.25
2094,120037.53
2095,143893.39
2096,75704.12
2097,94558.14
2098,152514.05
2099,50372.28
2100,83799.164
2101,126723.19
2102,119545.945
2103,102223.086
2104,134699.38
2105,125248.24
2106,68508.945
2107,229540.62
2108,115435.41
2109,113667.086
2110,127886.516
2111,140785.72
2112,138291.83
2113,116869.336
2114,108453.47
2115,165018.31
2116,123840.64
2117,149266.61
2118,125010.05
2119,101229.08
2120,120101.77
2121,99932.05
2122,103669.33
2123,93073.31
2124,176790.53
2125,128489.086
2126,149111.39
2127,148425.69
2128,129079.72
2129,102764.5
2130,146323.4
2131,150397.16
2132,115322.4
2133,125520.27
2134,119733.64
2135,93494.82
2136,73468.95
2137,114808.51
2138,130640.9
2139,151061.86
2140,143136.64
2141,142636.67
2142,126475.195
2143,145556.39
2144,106922.74
2145,135603.3
2146,167810.36
2147,127672.52
2148,126763.08
2149,145189.97
2150,224360.19
2151,96895.22
2152,171828.89
2153,165633.84
2154,108007.46
2155,139648.69
2156,270462.28
2157,232969.11
2158,232421.2
2159,198908.9
2160,169055.4
2161,246073.17
2162,330722.75
2163,342341.34
2164,249826.73
2165,197857.0
2166,149486.0
2167,232839.84
2168,204395.61
2169,196025.4
2170,222547.97
2171,153864.38
2172,134006.08
2173,156440.25
2174,230086.56
2175,322367.84
2176,335272.56
2177,253478.2
2178,209319.17
2179,141889.94
2180,227666.58
2181,189485.47
2182,220862.2
2183,187076.17
2184,125446.68
2185,104096.22
2186,137238.53
2187,153242.16
2188,154264.17
2189,224076.44
2190,83834.336
2191,81040.78
2192,94990.086
2193,108577.445
2194,104535.84
2195,110758.46
2196,99870.97
2197,115757.76
2198,167009.84
2199,180402.8
2200,150412.08
2201,132464.55
2202,222552.64
2203,146276.81
2204,189287.34
2205,112628.81
2206,144929.33
2207,227041.9
2208,254062.42
2209,232659.16
2210,122946.414
2211,119157.234
2212,117761.37
2213,103642.336
2214,135723.61
2215,104602.86
2216,158078.12
2217,83402.195
2218,70770.22
2219,63184.984
2220,55561.742
2221,311207.12
2222,275064.62
2223,278794.47
2224,212338.89
2225,105861.13
2226,187879.67
2227,211347.53
2228,264091.97
2229,257793.98
2230,156665.4
2231,215734.81
2232,177817.92
2233,168226.97
2234,243028.72
2235,214366.05
2236,263100.25
2237,343018.16
2238,203254.0
2239,101738.94
2240,160050.75
2241,158891.58
2242,127900.664
2243,122132.58
2244,100521.516
2245,103125.4
2246,146973.31
2247,106788.94
2248,126421.17
2249,123682.37
2250,134751.67
2251,107191.055
2252,173146.34
2253,155597.2
2254,180702.58
2255,192057.08
2256,186900.16
2257,215519.9
2258,171841.84
2259,178495.67
2260,166648.38
2261,186055.6
2262,210021.22
2263,355499.0
2264,431699.66
2265,171173.03
2266,310479.38
2267,351114.12
2268,412820.22
2269,151009.86
2270,187423.16
2271,220630.0
2272,190541.94
2273,166628.03
2274,181530.28
2275,160647.16
2276,193834.78
2277,194606.78
2278,147421.12
2279,129035.29
2280,120661.68
2281,166318.44
2282,186518.05
2283,102791.36
2284,114406.29
2285,146880.97
2286,123077.805
2287,340569.56
2288,274250.28
2289,382215.2
2290,484152.16
2291,336657.62
2292,441780.8
2293,486093.88
2294,456936.5
2295,432721.06
2296,285135.5
2297,304870.44
2298,307783.03
2299,388869.34
2300,343116.3
2301,287033.03
2302,240237.42
2303,240688.05
2304,233188.5
2305,179317.53
2306,178773.53
2307,188773.38
2308,217170.28
2309,282223.2
2310,210864.14
2311,190424.4
2312,175468.6
2313,176456.84
2314,169382.53
2315,178524.61
2316,192288.0
2317,181625.88
2318,177074.84
2319,172249.89
2320,194096.89
2321,254544.31
2322,167891.69
2323,185846.88
2324,150177.88
2325,209520.1
2326,160799.36
2327,212124.75
2328,231237.7
2329,190264.3
2330,182137.58
2331,361309.16
2332,392546.97
2333,315967.5
2334,264034.3
2335,264215.4
2336,322966.97
2337,213511.38
2338,291653.28
2339,209880.88
2340,390941.62
2341,205359.06
2342,238046.88
2343,225573.66
2344,202142.1
2345,235900.16
2346,215526.08
2347,205274.86
2348,238294.9
2349,180069.34
2350,304864.62
2351,262694.34
2352,262552.06
2353,245947.4
2354,137948.81
2355,145857.1
2356,154014.56
2357,197372.1
2358,190519.77
2359,130612.62
2360,115205.11
2361,140230.56
2362,268666.6
2363,143956.53
2364,155549.58
2365,218215.19
2366,193281.19
2367,227898.38
2368,209248.92
2369,220526.5
2370,174614.73
2371,171976.6
2372,198348.2
2373,284440.22
2374,319523.2
2375,272199.34
2376,271424.8
2377,372067.3
2378,138807.4
2379,193302.38
2380,144958.62
2381,162086.03
2382,209540.47
2383,210189.14
2384,251171.95
2385,159541.61
2386,137206.72
2387,138202.05
2388,95859.81
2389,125920.25
2390,146133.47
2391,146396.4
2392,115692.86
2393,174538.81
2394,145129.88
2395,205830.22
2396,143396.8
2397,207593.0
2398,130791.49
2399,54539.832
2400,48565.926
2401,108730.49
2402,140007.81
2403,140585.14
2404,140393.81
2405,166601.5
2406,147521.83
2407,122631.055
2408,142753.84
2409,119327.36
2410,165441.88
2411,121697.03
2412,152294.88
2413,134054.39
2414,142037.64
2415,131758.11
2416,130881.2
2417,131192.25
2418,131331.2
2419,128942.54
2420,126039.555
2421,152038.73
2422,111849.125
2423,121500.47
2424,158169.66
2425,176950.94
2426,128219.664
2427,137679.0
2428,171959.22
2429,117623.086
2430,136292.25
2431,112653.734
2432,147145.39
2433,151276.1
2434,139770.34
2435,151092.55
2436,104336.84
2437,111385.98
2438,119821.71
2439,102660.08
2440,121849.516
2441,87708.16
2442,94871.22
2443,122975.375
2444,131569.14
2445,75658.07
2446,131015.33
2447,173886.03
2448,132515.1
2449,102828.81
2450,143110.03
2451,122606.97
2452,204654.25
2453,86104.61
2454,122919.445
2455,121770.17
2456,133075.61
2457,127741.336
2458,127504.37
2459,107590.484
2460,132562.48
2461,119189.41
2462,134961.83
2463,126348.85
2464,164326.53
2465,137846.64
2466,115454.34
2467,141368.56
2468,79850.414
2469,76342.86
2470,192900.55
2471,208680.95
2472,165472.81
2473,117932.984
2474,82179.5
2475,213636.84
2476,120536.086
2477,128466.79
2478,146301.92
2479,97408.59
2480,151878.73
2481,123952.06
2482,130571.52
2483,113454.164
2484,123495.08
2485,122362.13
2486,161900.64
2487,172897.69
2488,161415.02
2489,147213.33
2490,148993.12
2491,88055.89
2492,183091.78
2493,146715.36
2494,152907.27
2495,91122.89
2496,244298.66
2497,154062.45
2498,112541.086
2499,98831.67
2500,129585.42
2501,137233.3
2502,150667.92
2503,91702.1
2504,171374.9
2505,224625.03
2506,259071.39
2507,263539.47
2508,257754.16
2509,212202.25
2510,228438.88
2511,178390.33
2512,208946.61
2513,215828.64
2514,244706.47
2515,148393.84
2516,170311.31
2517,136760.33
2518,151691.14
2519,224957.53
2520,208795.42
2521,189050.28
2522,220811.88
2523,115069.06
2524,135184.67
2525,145593.6
2526,135498.7
2527,108838.19
2528,129927.586
2529,129758.06
2530,114071.164
2531,255099.12
2532,226397.38
2533,193710.78
2534,236884.2
2535,319752.72
2536,232355.61
2537,237036.06
2538,177948.88
2539,191029.19
2540,172217.05
2541,187211.1
2542,171399.92
2543,127614.586
2544,128777.25
2545,136009.45
2546,127140.94
2547,142912.81
2548,148172.11
2549,155034.64
2550,250783.0
2551,136589.31
2552,127299.03
2553,76945.74
2554,108269.0
2555,123033.8
2556,96203.625
2557,105624.55
2558,121380.6
2559,136298.5
2560,144441.83
2561,143573.72
2562,128975.74
2563,153773.14
2564,207010.38
2565,138224.05
2566,154243.44
2567,135283.98
2568,200288.02
2569,214169.47
2570,120697.48
2571,189790.94
2572,165131.5
2573,203086.97
2574,258036.77
2575,130789.49
2576,121198.65
2577,163324.28
2578,79441.16
2579,66511.71
2580,103620.195
2581,106605.375
2582,101999.59
2583,284880.56
2584,153576.75
2585,172033.03
2586,208246.95
2587,200924.7
2588,155807.77
2589,153849.7
2590,212644.69
2591,202959.19
2592,210448.28
2593,267139.28
2594,173964.5
2595,202782.55
2596,306763.25
2597,184778.2
2598,285857.84
2599,305354.94
2600,167064.66
2601,149702.56
2602,82507.59
2603,96922.84
2604,86162.61
2605,77126.695
2606,145866.12
2607,199434.69
2608,206633.06
2609,163780.97
2610,115042.4
2611,117074.71
2612,155041.0
2613,134202.39
2614,126849.06
2615,158147.48
2616,146085.53
2617,185500.34
2618,190901.34
2619,200361.19
2620,188737.02
2621,179102.88
2622,181328.38
2623,260652.02
2624,298173.56
2625,294976.4
2626,174143.27
2627,171492.14
2628,483079.8
2629,476142.66
2630,393306.53
2631,470238.75
2632,434770.72
2633,317386.3
2634,401616.5
2635,152104.72
2636,174437.97
2637,178142.45
2638,247794.86
2639,188032.56
2640,156004.47
2641,105733.09
2642,184884.31
2643,97156.34
2644,124274.84
2645,104649.055
2646,96651.375
2647,100483.08
2648,142966.66
2649,132749.6
2650,145311.45
2651,136971.53
2652,433240.94
2653,246941.11
2654,238674.28
2655,402784.1
2656,331637.12
2657,345844.34
2658,301815.0
2659,306650.06
2660,347328.44
2661,364336.1
2662,365581.4
2663,290152.7
2664,268425.88
2665,336354.38
2666,293994.88
2667,164250.22
2668,179681.48
2669,176942.16
2670,285371.62
2671,185485.66
2672,189429.28
2673,211087.08
2674,206863.16
2675,170584.89
2676,191611.4
2677,199160.22
2678,251591.97
2679,275952.2
2680,282558.2
2681,416955.3
2682,323885.84
2683,579450.0
2684,325171.78
2685,351044.12
2686,266454.84
2687,340952.7
2688,212592.58
2689,204117.44
2690,492477.16
2691,184036.58
2692,135896.0
2693,191007.52
2694,134347.61
2695,192011.66
2696,186995.19
2697,193488.66
2698,186947.6
2699,164288.3
2700,155473.5
2701,148368.66
2702,113399.32
2703,115483.414
2704,142106.2
2705,122123.49
2706,119604.1
2707,129189.2
2708,136426.2
2709,113805.49
2710,128448.164
2711,306495.7
2712,390835.75
2713,169134.27
2714,148685.38
2715,173994.19
2716,136091.19
2717,176750.23
2718,233804.67
2719,155267.69
2720,179113.3
2721,137409.56
2722,164123.56
2723,148661.14
2724,127370.195
2725,133932.1
2726,146664.02
2727,184794.94
2728,172687.75
2729,137124.19
2730,145278.47
2731,136032.67
2732,129477.21
2733,162839.19
2734,142030.45
2735,134650.83
2736,139178.3
2737,126091.734
2738,134902.75
2739,164785.25
2740,140500.56
2741,147045.1
2742,150252.8
2743,146301.64
2744,165215.47
2745,142321.98
2746,138954.16
2747,145427.48
2748,120559.08
2749,127187.02
2750,133557.1
2751,137660.75
2752,191831.75
2753,152186.56
2754,217665.84
2755,125871.39
2756,88053.12
2757,66113.86
2758,80175.56
2759,166301.16
2760,134945.73
2761,146944.02
2762,146387.19
2763,179226.75
2764,143971.62
2765,292316.84
2766,125981.39
2767,91329.34
2768,131317.92
2769,138166.86
2770,145406.69
2771,108630.79
2772,111582.24
2773,165432.25
2774,146441.66
2775,125413.19
2776,135746.02
2777,141370.05
2778,99007.234
2779,119215.55
2780,97050.86
2781,99308.516
2782,93575.82
2783,106449.23
2784,127224.51
2785,140403.33
2786,60883.863
2787,120114.14
2788,73547.47
2789,167462.8
2790,94097.91
2791,118227.69
2792,51638.207
2793,167501.94
2794,94684.56
2795,123483.305
2796,101999.984
2797,197833.78
2798,105697.0
2799,124664.31
2800,68576.01
2801,111129.414
2802,135202.6
2803,168064.69
2804,135876.05
2805,104883.16
2806,75380.93
2807,158778.12
2808,148245.33
2809,138606.86
2810,132073.62
2811,154595.1
2812,155886.53
2813,160502.28
2814,159415.22
2815,106359.11
2816,248804.33
2817,144530.98
2818,129681.484
2819,142916.22
2820,131004.46
2821,105458.17
2822,212492.44
2823,286360.44
2824,191534.12
2825,167878.88
2826,134762.34
2827,134359.9
2828,200851.33
2829,190996.22
2830,231808.47
2831,179101.52
2832,253593.53
2833,286020.38
2834,208924.69
2835,221678.0
2836,190580.1
2837,149175.53
2838,151074.53
2839,180284.64
2840,207074.75
2841,205283.88
2842,225596.69
2843,152242.88
2844,152149.84
2845,120174.64
2846,212001.38
2847,204385.47
2848,217293.34
2849,196173.16
2850,286435.56
2851,226094.66
2852,239392.12
2853,238481.78
2854,142709.47
2855,200982.78
2856,205235.52
2857,187955.84
2858,200774.34
2859,116946.6
2860,123817.14
2861,123579.91
2862,189266.22
2863,124277.336
2864,250198.92
2865,138985.17
2866,136002.19
2867,98068.06
2868,94746.08
2869,114226.19
2870,114323.18
2871,94386.95
2872,46698.766
2873,102689.75
2874,136574.08
2875,113939.28
2876,166675.72
2877,146858.84
2878,174548.12
2879,135176.17
2880,100948.445
2881,151802.58
2882,154690.52
2883,183481.22
2884,207071.39
2885,193859.36
2886,233349.34
2887,92026.26
2888,134032.02
2889,57164.117
2890,81930.414
2891,129114.195
2892,42539.453
2893,76709.74
2894,46361.246
2895,286391.03
2896,286999.66
2897,195848.62
2898,146759.16
2899,216495.12
2900,160601.05
2901,203585.34
2902,177282.0
2903,341180.7
2904,352712.97
2905,91407.94
2906,204697.0
2907,112804.02
2908,132618.25
2909,139741.69
2910,80358.055
2911,82542.54
2912,141568.38
2913,86751.234
2914,73820.41
2915,79073.51
2916,85696.16
2917,145376.17
2918,114985.14
2919,226687.95
